Geneid,DZQV_mDC_rep4,925L_mDC_rep2,9JD4_mDC_rep1,G4YW_mDC_rep3,DZQV_NK_rep4,925L_NK_rep2,9JD4_NK_rep1,G4YW_NK_rep3
AC010168.2,2,55,60,30,69,17,20,49
HIST4H4,17,8,26,56,73,52,32,83
H2AFJ,72,156,85,143,79,151,79,162
WBP11,1790,1343,1256,995,1599,2090,1439,1773
C12orf60,11,16,14,5,38,59,30,55
SMCO3,0,0,0,0,0,0,0,0
AC007655.2,0,0,0,0,0,0,0,0
ART4,0,0,3,0,0,15,0,0
AC007655.1,0,0,0,0,0,0,0,0
MGP,0,1,0,0,0,1,0,1
ERP27,184,225,201,223,241,352,367,670
ARHGDIB,17864,12329,14748,11170,10383,7404,11528,15319
PDE6H,3,5,1,6,0,0,0,0
LINC01489,0,0,0,0,0,0,0,0
RERG,0,0,0,0,0,0,0,0
RERG-IT1,0,0,0,0,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0,0
PTPRO,241,457,300,398,0,0,0,18
EPS8,331,109,194,464,3,6,7,33
AC073651.1,0,0,6,3,0,0,0,0
STRAP,3166,3192,2867,2706,2625,2245,2418,2460
DERA,912,730,827,733,388,386,380,403
SLC15A5,0,0,0,0,0,0,0,0
MGST1,296,275,167,326,0,0,0,0
AC007528.1,0,0,0,0,0,0,0,0
LMO3,16,0,0,2,0,0,0,0
AC007552.2,0,0,0,0,0,0,0,0
AC007529.2,0,0,0,0,0,0,0,0
AC007529.1,0,0,0,0,0,0,0,0
AC092793.1,0,0,0,0,0,0,0,0
AC092110.1,0,0,0,0,0,0,0,0
AC048352.1,0,0,0,0,0,0,0,0
LINC02378,0,0,0,0,0,0,0,0
RERGL,0,0,0,0,0,0,0,0
PIK3C2G,0,1,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0
AC087242.1,0,0,0,0,0,0,0,0
CAPZA3,0,0,0,0,0,0,0,0
PLEKHA5,76,209,201,165,66,153,84,127
AC092828.1,0,0,0,15,0,2,0,6
AEBP2,575,676,922,693,1056,1822,1324,1184
AC137561.1,14,0,1,0,6,0,5,10
AC024901.1,0,0,0,0,9,3,0,0
LINC02398,0,0,0,0,0,0,0,0
AC126468.1,0,0,0,0,0,0,0,0
LINC02468,0,0,0,0,0,0,0,0
AC129102.1,0,0,0,0,0,0,0,0
PDE3A,0,0,0,0,0,0,0,0
SLCO1C1,0,0,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0
SLCO1A2,0,0,0,0,0,0,0,0
IAPP,0,0,0,0,0,0,0,0
PYROXD1,311,184,193,251,409,555,394,461
RECQL,860,808,989,789,1611,2225,1422,1696
GOLT1B,715,872,994,838,874,938,957,1000
SPX,0,0,0,5,0,0,12,0
GYS2,0,0,0,0,2,8,0,1
LDHB,3947,2958,3100,2191,1801,1229,1826,2010
AC010197.1,0,0,0,0,0,0,0,0
AC010185.1,0,0,0,0,0,0,0,0
KCNJ8,0,0,0,0,0,0,0,0
ABCC9,0,0,0,0,0,0,0,0
AC008250.1,0,0,0,0,0,0,0,0
AC008250.2,0,0,0,0,0,0,0,0
CMAS,968,640,819,710,445,473,560,806
ST8SIA1,0,0,3,0,1,7,10,14
AC007671.1,0,0,0,0,0,0,0,0
AC087318.1,0,8,0,0,0,0,0,0
AC053513.1,1,3,0,2,0,1,5,2
C2CD5,523,798,723,622,492,797,757,898
AC053513.2,0,0,3,3,2,5,0,1
AC087241.2,4,0,0,0,0,2,0,0
ETNK1,3702,3748,4053,3948,5168,6541,5864,5004
AC084816.1,0,0,0,0,0,0,0,2
AC084819.1,0,0,0,0,0,0,0,0
AC087235.2,0,0,0,0,0,0,0,0
AC087235.1,0,0,0,0,0,0,0,0
SOX5,0,0,0,2,0,0,0,0
AC087260.1,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0
LINC00477,0,0,0,5,0,0,0,0
AC023796.1,0,0,0,0,0,0,0,0
BCAT1,317,247,869,209,0,9,13,2
AC023796.2,1,0,1,0,0,0,0,0
AC026310.2,2,1,0,0,0,0,0,0
C12orf77,0,0,0,0,0,0,0,0
LRMP,2071,2108,2503,1969,2085,1860,1984,1835
AC023510.1,5,6,18,15,15,18,24,15
AC023510.2,48,77,51,45,38,47,40,20
CASC1,3,17,5,9,6,5,7,8
ETFRF1,197,100,201,135,150,191,212,166
KRAS,540,667,683,411,688,511,615,577
AC092794.1,9,19,14,4,12,26,24,10
AC092794.2,0,0,0,0,0,0,4,1
AC087239.1,43,27,15,20,4,5,6,4
LMNTD1,0,0,0,0,0,0,0,0
AC022367.1,0,0,0,0,0,0,0,0
AC019209.3,0,0,0,0,0,0,0,0
AC019209.2,0,0,0,0,0,0,0,0
AC019209.1,0,0,0,0,0,0,0,0
RASSF8-AS1,0,11,9,0,7,0,0,3
RASSF8,26,23,22,6,0,31,2,0
BHLHE41,0,0,2,0,0,0,0,0
SSPN,3,2,0,0,0,0,0,0
AC022509.3,0,0,0,0,0,0,0,0
AC022509.5,0,0,0,0,0,0,4,0
AC022509.2,0,0,0,0,0,0,0,0
AC022509.1,1,0,0,0,0,0,0,0
AC022509.4,4,0,0,0,0,0,0,0
AC055720.1,0,0,4,0,0,0,0,0
AC024145.1,8,11,7,4,1,26,22,7
ITPR2,780,1488,848,627,582,1555,1219,1262
AC055720.2,0,0,0,0,0,0,0,0
AC023051.1,14,36,39,30,13,49,4,37
INTS13,298,195,355,366,455,500,569,420
FGFR1OP2,954,1055,1048,937,1856,1416,1604,1532
TM7SF3,490,886,1399,673,527,1226,773,610
AC024896.1,19,38,68,47,35,66,52,53
MED21,350,428,449,238,344,465,224,414
AC092747.4,33,76,18,34,55,50,48,40
C12orf71,0,0,0,0,0,0,0,1
AC092747.1,0,0,0,0,2,17,0,1
STK38L,2172,2016,2320,2451,358,439,372,486
ARNTL2,5,4,17,20,0,0,0,0
ARNTL2-AS1,1,0,0,0,0,0,0,0
SMCO2,0,0,1,0,0,0,0,0
PPFIBP1,73,142,40,45,33,1,9,1
AC087257.1,0,0,0,0,0,0,0,0
AC009509.1,1,0,3,0,0,0,2,0
REP15,0,0,0,0,0,0,0,0
AC009509.4,0,0,0,0,0,0,3,0
AC009509.2,0,0,0,0,0,0,0,0
MRPS35,1376,1305,1145,884,454,633,564,610
MANSC4,0,0,0,0,0,0,0,9
AC009511.2,0,0,0,0,0,0,0,0
KLHL42,430,597,260,203,112,347,291,354
AC009511.1,0,0,0,0,0,0,0,0
PTHLH,0,0,0,0,0,0,0,0
AC008011.2,0,0,0,0,0,0,0,0
CCDC91,359,219,384,290,507,543,495,651
AC022364.1,46,0,6,17,19,22,13,21
AC022079.2,0,0,1,0,0,0,0,0
AC022079.1,1,1,8,6,11,8,3,2
AC022081.1,0,0,0,0,0,0,0,0
AC012150.1,1,0,1,0,1,1,0,0
FAR2,195,216,243,69,20,60,150,40
AC012150.2,0,0,0,0,0,0,0,0
AC009318.4,0,0,0,1,0,0,4,3
AC009318.1,20,7,41,22,18,10,14,99
AC009318.3,3,0,1,5,1,9,5,3
AC009318.2,6,0,6,3,0,0,9,5
ERGIC2,721,783,670,574,465,592,689,854
OVCH1-AS1,34,2,14,8,41,2,2,85
OVCH1,13,0,4,2,7,0,3,25
TMTC1,0,49,0,0,0,0,0,3
AC009320.1,0,0,0,0,0,0,0,0
AC023511.3,0,0,0,0,0,0,0,0
AC023511.1,0,0,0,0,0,0,0,0
LINC02386,0,0,0,0,0,0,0,0
AC078776.1,0,0,0,0,0,0,0,0
IPO8,509,809,387,463,497,606,416,625
AC012673.1,0,0,0,0,0,0,0,0
CAPRIN2,67,40,144,118,383,620,398,632
AC010198.1,0,0,0,2,0,0,5,0
AC010198.2,0,0,0,0,2,7,47,38
TSPAN11,0,0,0,0,2,0,0,0
DDX11-AS1,0,0,0,0,21,0,1,2
DDX11,248,45,174,56,629,280,421,177
AC024940.6,0,0,2,0,2,0,2,0
SINHCAF,1100,1105,1216,925,778,585,566,633
AC024940.1,9,9,12,6,0,0,0,3
LINC02387,0,0,0,0,0,0,0,0
DENND5B,118,196,151,50,0,0,0,4
AC068792.1,1,3,0,3,0,0,0,0
DENND5B-AS1,0,7,0,0,0,0,0,0
AC068774.1,1,0,0,0,0,0,0,0
ETFBKMT,93,78,48,43,16,46,26,45
AMN1,10,25,44,47,64,86,87,98
AC023157.3,74,69,62,47,14,10,34,26
H3F3C,5,12,9,3,4,5,2,8
LINC02422,5,0,1,2,31,6,11,43
RESF1,2721,2488,2943,2250,3747,11273,8317,8013
AC016957.2,0,6,2,0,2,1,6,15
AC048344.1,0,0,0,0,0,0,0,0
BICD1,319,319,265,179,176,121,168,196
AC048344.4,1,8,10,0,0,0,0,5
AC026356.1,18,67,32,6,0,13,13,4
AC026356.2,0,0,2,1,0,4,12,2
FGD4,969,1498,1326,852,2,14,9,8
DNM1L,1957,2252,2013,1854,851,1449,1011,1046
AC084824.5,2,4,10,3,9,2,3,9
YARS2,364,327,360,270,135,225,172,255
AC084824.3,2,0,4,4,10,17,16,11
AC084824.4,6,19,17,10,13,6,8,8
AC087588.3,2,1,1,0,2,4,5,2
PKP2,192,382,812,307,0,8,0,0
AC087588.2,5,0,4,10,0,0,0,0
AC087311.2,0,0,0,0,0,0,0,0
SYT10,0,0,0,0,0,0,0,0
AC023158.1,0,0,0,0,0,0,0,0
AC023158.2,0,0,0,0,0,0,0,0
AC046130.1,0,0,0,0,0,0,0,0
ALG10,33,15,20,10,15,33,17,14
AC046130.2,0,0,0,1,0,4,0,7
AC140847.1,0,0,0,0,0,0,0,0
AC140847.2,0,0,0,0,3,0,3,1
AC079460.2,0,0,0,0,0,0,0,0
ALG10B,30,135,81,34,40,23,52,63
AC087897.2,0,0,0,0,0,0,0,0
CPNE8,525,505,696,666,91,191,209,208
CPNE8-AS1,13,0,3,3,0,3,0,0
LINC02406,0,0,0,0,0,0,0,0
KIF21A,0,0,9,8,591,934,701,902
AC121334.4,0,0,0,0,0,0,0,2
ABCD2,30,84,46,27,49,449,82,294
AC121334.3,0,0,11,0,0,17,23,21
C12orf40,0,0,10,0,0,2,0,6
SLC2A13,55,58,84,45,32,127,86,137
LINC02555,0,0,0,8,0,0,0,0
LINC02471,3,0,0,0,0,0,0,0
AC079630.1,46,1,13,5,0,0,0,5
LRRK2,1114,1755,1299,1317,44,20,8,3
MUC19,0,0,0,0,0,0,0,0
AC107023.1,0,0,0,0,0,0,0,0
CNTN1,0,0,0,0,0,0,0,0
AC015540.1,0,0,0,0,0,0,0,0
PDZRN4,0,0,0,0,0,0,0,0
AC090531.1,0,0,0,0,0,0,0,0
LINC02400,0,0,0,0,0,0,0,0
AC090630.1,0,0,2,0,0,0,0,0
AC006197.2,0,0,0,0,6,0,2,0
GXYLT1,121,325,229,253,290,332,191,217
YAF2,274,413,313,274,530,764,513,488
PPHLN1,1940,1472,1728,1561,1205,1154,1166,1495
ZCRB1,297,217,328,218,215,183,250,282
AC079684.1,51,94,73,59,57,96,77,78
PRICKLE1,59,11,37,97,0,4,10,0
AC079601.1,3,0,0,4,8,0,0,0
AC079600.3,0,0,0,4,0,0,0,0
LINC02402,0,0,0,0,0,0,0,0
LINC02451,0,0,0,0,0,0,0,0
LINC02450,0,0,0,0,0,0,1,0
AC012038.2,0,0,0,0,0,0,0,0
AC012038.1,0,0,0,0,0,0,0,0
LINC02461,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0
PUS7L,374,408,310,344,214,251,377,419
IRAK4,696,731,1037,883,1213,1479,1232,1891
TWF1,371,313,418,355,464,895,501,473
TMEM117,0,1,3,6,8,161,46,181
AC025030.2,0,0,0,0,0,0,0,2
AC025253.1,0,0,0,0,0,0,0,0
AC025253.2,0,0,0,0,0,0,0,0
NELL2,0,1,0,0,66,135,8,8
DBX2,0,0,0,0,0,0,0,0
AC008127.1,0,0,0,0,0,0,0,0
AC009248.3,0,0,0,0,0,0,2,0
ANO6,1870,1328,1704,1631,1261,1453,1202,1151
AC009248.2,5,10,7,9,0,2,10,2
AC079950.1,0,0,0,0,0,0,2,0
AC008124.1,395,608,350,430,513,654,602,778
ARID2,937,1017,1069,873,1374,3103,1753,1972
AC009464.1,1,0,3,0,0,0,2,0
SCAF11,4552,5564,4590,3445,3486,5360,3972,4109
SLC38A1,3773,4884,4208,5014,7003,10325,8500,8064
AC025031.3,1,8,2,2,26,24,0,3
SLC38A2,4999,4913,5749,4268,4827,4131,4127,4287
AC025031.2,2,3,2,0,0,4,1,1
AC008014.1,54,56,51,63,22,50,21,49
AC025031.1,1,4,0,1,0,0,4,1
AC025031.4,9,0,2,36,3,7,22,1
AC008035.1,10,16,7,13,10,40,7,56
SLC38A4,15,19,15,7,8,38,15,21
AC079906.1,0,0,0,0,0,0,0,0
AMIGO2,21,4,38,33,52,206,156,161
PCED1B,114,114,94,122,255,325,419,695
PCED1B-AS1,60,99,129,65,615,970,989,1351
AC008083.2,0,0,0,0,0,0,0,1
AC008083.3,5,3,5,0,7,20,13,31
AC008083.4,0,0,0,0,1,0,0,1
LINC02416,0,0,0,0,0,0,0,0
LINC02156,0,0,0,0,1,0,0,0
RPAP3,766,510,877,498,550,645,640,592
AC004241.3,5,11,11,8,2,6,10,5
AC004241.1,2,0,7,7,30,34,29,41
ENDOU,0,0,0,0,0,0,0,7
AC004241.2,0,0,0,0,1,0,0,0
RAPGEF3,2,63,13,42,10,67,29,44
SLC48A1,395,408,430,491,182,126,143,297
AC004241.4,0,0,0,0,0,0,0,0
HDAC7,579,535,420,371,680,1033,782,1497
AC004466.1,1,0,5,5,3,3,2,9
AC004466.3,1,21,3,0,0,0,4,7
AC004466.2,0,0,0,0,0,11,2,5
LINC02354,0,5,0,0,0,0,0,0
VDR,939,709,835,627,0,5,0,25
AC121338.1,24,6,11,29,0,0,0,0
AC121338.2,5,0,0,0,0,0,0,0
TMEM106C,175,71,111,164,479,407,689,855
COL2A1,0,15,0,0,0,0,4,0
AC004801.5,0,0,0,0,0,0,0,0
AC004801.4,0,0,0,0,0,0,0,4
AC004801.3,0,0,0,0,0,1,0,0
AC004801.6,16,6,17,34,22,15,8,17
SENP1,321,219,290,231,426,572,348,435
PFKM,235,163,215,214,171,287,80,212
ASB8,793,542,861,808,1154,1245,1137,1358
AC074029.3,0,0,1,2,4,16,3,10
CCDC184,0,1,0,4,50,35,9,20
AC024257.3,2,0,15,10,0,16,0,3
OR10AD1,0,2,0,0,0,0,0,0
AC024257.1,0,0,1,2,0,0,0,0
AC024257.5,0,0,2,4,3,5,0,0
H1FNT,4,0,3,7,6,12,0,4
ZNF641,964,965,1481,1042,480,540,462,579
AC090115.1,2,0,0,0,0,0,0,1
AC024257.4,0,2,0,0,0,0,0,0
ANP32D,0,0,0,0,1,0,0,0
C12orf54,0,0,0,0,0,0,0,0
AC089987.2,0,0,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0,0,0
OR5BS1P,0,0,0,0,0,0,0,0
LALBA,0,0,0,0,0,0,0,0
KANSL2,572,611,710,724,1124,1123,754,883
CCNT1,446,763,401,413,778,719,828,693
TEX49,0,0,0,0,0,0,0,0
AC117498.1,0,0,0,0,0,0,0,0
ADCY6,98,42,91,111,0,0,0,0
ADCY6-DT,0,0,0,0,0,0,0,0
CACNB3,5,3,9,16,12,21,75,35
DDX23,1328,971,1189,1213,1098,1958,1504,2004
RND1,45,55,31,35,25,4,5,8
CCDC65,3,32,17,6,163,116,207,367
FKBP11,91,93,184,128,916,1348,773,1328
ARF3,3103,3171,3662,2267,707,1795,1223,1725
WNT10B,0,19,0,0,39,76,113,144
WNT1,0,0,0,1,34,142,39,97
DDN,0,0,0,0,0,0,0,0
AC011603.3,0,0,0,0,0,0,0,0
DDN-AS1,81,38,76,33,84,51,52,44
PRKAG1,1254,1278,1132,1220,871,777,748,1095
KMT2D,706,1203,560,405,374,937,730,766
RHEBL1,12,9,17,3,93,121,113,131
DHH,0,0,0,0,0,0,0,3
AC011603.1,0,0,0,0,0,0,0,2
LMBR1L,1097,1226,1114,942,1227,1515,1388,1506
TUBA1B,5278,3619,4085,3541,1308,1326,1463,2048
AC011603.2,28,4,17,16,14,22,15,20
TUBA1A,7906,5742,6237,4786,2102,1578,1539,1652
TUBA1C,553,494,432,398,165,169,129,148
AC010173.1,30,12,3,1,0,0,0,1
AC125611.3,0,0,0,0,0,0,1,0
AC125611.4,0,3,0,0,0,0,0,0
PRPH,0,0,0,0,0,0,0,0
TROAP,10,7,0,0,7,5,7,2
C1QL4,0,0,0,0,0,0,0,0
DNAJC22,0,0,0,0,0,0,0,0
SPATS2,153,198,124,134,49,98,49,100
AC020612.4,0,0,0,0,0,0,0,0
KCNH3,8,3,4,37,10,3,13,32
MCRS1,1446,1228,1104,1291,1207,1157,896,1673
PRPF40B,13,8,11,51,13,39,46,93
AC020612.3,2,0,0,0,0,15,1,2
FAM186B,0,1,5,2,8,35,25,14
FMNL3,326,492,398,380,1124,1179,953,1546
TMBIM6,14914,14279,14230,14168,11859,18610,13351,17632
NCKAP5L,340,495,461,288,57,106,53,60
BCDIN3D-AS1,1,0,0,10,0,15,5,19
BCDIN3D,36,34,80,68,30,46,81,103
AC131157.1,0,0,0,0,0,0,0,0
FAIM2,0,0,0,0,0,0,0,0
LINC02395,0,0,0,0,0,0,0,0
LINC02396,0,0,0,0,0,0,0,0
AQP2,0,0,0,0,0,0,0,0
AC025154.2,0,0,0,0,0,0,0,0
AC025154.1,0,0,0,0,0,0,0,0
AQP5,0,0,0,0,0,0,0,0
AQP6,0,0,0,5,0,0,0,1
RACGAP1,133,65,120,171,296,584,265,350
ASIC1,0,0,0,0,0,0,0,0
SMARCD1,134,312,172,157,218,288,231,236
GPD1,0,1,0,8,0,0,0,0
COX14,56,145,97,96,84,166,120,153
AC074032.1,9,9,18,18,16,33,29,16
CERS5,665,1060,963,832,1141,1673,1089,1462
LIMA1,260,520,250,269,183,528,230,522
